,Real values,Predicted values
28772,289000,375545.00136406283
18965,275000,306227.67655048484
1390,1595000,764345.1588907058
16926,262000,264581.6521281417
41425,319000,287724.51275039074
39841,229000,143207.5624440658
3765,389000,356064.6128249854
51352,230000,215994.70419318075
26718,600000,461493.58716609457
34543,180000,174523.12917382538
24949,365000,691340.2229611477
41639,285000,299747.45812989457
28614,180000,390501.6124848839
18978,950000,941725.204655044
8112,665000,540608.6123181983
28088,495000,782932.6796200959
44659,260000,262938.46896497457
20302,419000,535109.0205125143
14757,279000,479929.10771434597
31970,210000,217213.6298054739
33273,319000,347240.96364986326
21581,247500,287340.9823568021
11333,665000,701564.6033906236
38089,219000,218202.13296063076
11930,338500,532783.6955837156
2021,239000,292983.1689004077
45507,475000,235051.93016141834
40527,329000,312731.15276239987
4622,498000,623580.1554543083
13368,189000,324400.4689831909
42911,295000,436569.80259629944
46947,229000,362355.13659123797
47585,350000,309837.0333208658
22883,215000,238391.42240714567
7551,375000,369971.5569847665
6466,349000,367253.7379612857
39666,399000,341964.77081522485
44776,395000,368529.74768105324
24713,743000,542162.7777428199
46684,325000,316209.97267350333
46519,899000,849644.2467415186
23759,199000,224766.44181267507
40508,385000,297985.80451782816
8183,490000,545165.5258930522
47205,450000,543808.6963652249
41297,339000,216617.87488001178
3197,349000,175836.71275240678
37442,475000,229598.95742577122
10469,395000,420248.23657432967
53037,839000,730937.3259378225
9877,285000,287845.6199778557
24330,1250000,1303522.6451746842
15992,175000,96612.60445533163
43566,280000,302285.81465173373
2708,265000,556162.6670293531
11679,250000,285855.5481548411
28537,369000,620528.5317580927
20422,375000,518983.1699190637
5049,330000,195929.4199398614
30930,1850000,1298767.4537716778
13920,299000,356370.0211805727
24848,190000,227933.9516333973
28342,475000,649685.6005909068
21739,345000,220064.59780142992
32821,145000,172926.5458936367
18806,479000,565305.5935920966
6338,545000,580968.5830140898
49645,220000,391622.0852283865
11583,160000,102313.0204841813
10740,179000,125729.98277774989
22740,1495000,1127068.1369379722
51576,335000,244234.46134100872
19727,1790000,1191257.7983035326
16913,448500,386632.2703115939
26359,450000,546719.1440434828
25003,449000,641479.5811136487
26962,179000,208953.7314713675
50432,535000,633036.1562816878
13635,415000,277153.5929459054
49519,215000,251756.65067445725
9141,295000,207579.1162768818
4287,299000,417264.73268738826
12508,699000,641916.7744369945
1216,945000,739727.1849509621
34852,259000,210322.13100097253
24538,495000,557642.223241544
32297,375000,306051.50489469233
44985,375000,361884.3830385491
42499,289000,236569.0942565663
48040,475000,283035.88033673295
35042,199000,354897.6964762643
3789,329000,533631.889120526
23347,309000,272556.2130729424
4007,255000,257632.1987879362
48079,549000,458752.477959517
22870,449000,418132.26247785677
5999,249000,368161.8551185884
34759,548000,819208.811473253
4488,349000,236178.77825196213
28389,650000,524535.4218110625
4953,790000,906580.6398111124
30381,286000,280810.3417165364
47843,245000,339663.1943273088
7605,149000,216630.7465927161
27758,219000,141922.0883203217
24436,359000,321206.9455500164
24603,659000,518455.32779256115
13220,2300000,1670053.2931133448
9297,409000,418721.065147237
10342,1550000,1088754.7140273997
41017,474000,396967.96272544685
29147,679000,567605.2236287547
44171,740000,448149.0277232173
17066,295000,141772.27343902073
51975,680000,567819.8857589739
18822,540000,564807.9986104895
28319,430000,378948.2310598512
31506,375000,452756.21734998707
45419,285000,396928.7191386727
42955,469000,333869.77044653555
42179,550000,437286.72140163154
605,690000,681897.7070414461
36687,395000,430945.68861782557
8910,120000,177346.96882098162
41471,649000,602710.5811273091
45554,595000,624827.4113389865
9098,439000,556833.3018993608
9704,295000,146265.48962663248
39147,398000,389764.21301699104
19535,560000,603565.8279435862
29918,495000,648192.7032093455
6410,379000,487191.96192379505
49882,365000,319442.4808973491
20347,495000,460395.77758386347
30031,1295000,1131822.719841279
6727,280000,129049.62872268277
11753,415000,738030.5297352187
1760,575000,789755.2063495821
9462,399000,527548.9598809311
49855,295000,320639.56282148923
50992,390000,339867.8764977637
41660,765000,569216.3531323854
11999,800000,878763.8218713888
16661,239000,201637.51195269343
35548,240000,269635.78044606524
3504,685000,894008.745561904
28928,379380,267997.20671774575
27274,369000,270874.698772282
465,379000,356312.4632712672
20124,430000,434265.85741344694
41457,389000,403111.5414629947
42221,335000,308218.2716737598
46087,225000,360406.7894189842
38544,445000,460348.4946604908
47547,214000,172110.3163372674
30695,560000,621673.1662144205
3614,1165000,769258.5246186284
42026,219000,226758.32057939767
7174,129000,126163.20672395173
35435,170000,60376.95331712504
8487,139000,178053.93971896672
7177,134500,124134.5121048686
9301,415000,519204.76261271024
5914,175000,193023.05964450515
2612,99000,177359.98010233184
45810,225000,263733.0351867487
50345,389000,301192.5336707189
30951,625000,667765.9161471718
27308,388000,283699.47234818485
16703,349000,323692.1731366781
212,289000,266286.69119506085
12309,329900,363450.1675969362
21907,855000,638848.7602204133
47655,259000,413490.8453732142
30770,695000,709153.4577411315
53118,225000,189610.03316084412
10074,229000,303142.1270581307
23520,1395000,1150142.6361827191
11203,349000,449526.64288428775
34787,375000,306352.4530223095
8182,490000,545165.5258930522
30647,462000,670110.4711588622
43791,895000,365701.0517773127
6770,1995000,1622066.5865414161
10243,535000,493103.4827294495
17697,349000,381245.815247263
40612,265000,334513.8231128326
14074,344000,252607.88672720804
16003,179000,174841.25980350154
14879,365000,517391.208216797
28602,169000,271736.77795952547
9683,375000,442655.6104371791
22144,229000,309651.8363132125
51581,339000,438727.0442402628
45461,360000,583084.5995166769
2375,1395000,1544124.96747332
1447,995000,925102.0304953593
12092,199000,176547.2834704289
11969,469000,614045.1630876276
6797,520000,457682.1863779384
22924,995000,988282.0851956597
52116,349000,395207.68705360877
22733,1400000,1129460.6535403598
17181,399000,345906.25926265755
3334,379500,284909.76485178934
22148,229000,190831.4180455341
37010,180000,133945.76192387106
22563,559986,556694.541929694
24340,1545000,869672.0703108709
42197,249000,281595.1303950418
1566,1099000,574529.6287527414
1375,288000,337589.61134851817
43019,750000,538412.3439715325
44370,220000,251132.69288449266
3650,70000,67818.62645216438
8256,149000,304118.9686030269
28369,550000,739943.5235234804
15064,649000,727838.2558787523
10141,290000,534672.2914786618
37052,200000,261222.4070685462
45081,395000,471435.13223314803
16467,575000,566473.3453216015
26261,429000,442675.32967992156
19780,450000,662103.7253999984
29555,245000,307496.2087546779
20289,349000,416372.4544271386
43226,229000,269862.4421264777
25228,159000,299081.1846847341
11830,659000,916495.3884234831
47571,269000,360926.97449200007
19864,180000,140962.4429816705
41369,695000,623032.937252208
19339,375000,422180.45054082177
3823,1550000,1033901.6208743164
40522,299000,278140.53460366034
43326,365000,395929.7665007788
37643,795000,769866.8547510639
6109,259000,314664.1825982549
3431,329000,436570.6543287856
14026,214000,228261.7384094093
2604,365000,311939.9254760402
10045,175000,190897.5932449164
8382,430000,495773.1510411912
29653,169000,232607.83865473175
49224,645000,648001.576068549
43154,475000,347869.62771283515
44468,499000,357856.9383689755
47237,554893,322478.5535265779
21126,725000,582902.1338221077
15935,109000,54160.740094995475
376,255000,214899.3510343312
17806,440000,533844.3536164908
49150,448000,597453.1624468544
42645,315000,429587.1704459219
50544,995000,673812.9093564858
22829,990000,1040458.0614776346
8048,398000,354749.95600708877
16367,449000,633477.3414058652
1552,370000,253692.88369807726
29745,275000,281844.60516788485
22395,389000,342637.6870399549
334,419000,258863.0183376078
28650,210000,239341.7323911683
9309,435000,323739.0049960208
8093,599000,823687.9463315262
8727,429000,317995.21875270025
31363,515000,738595.7278080378
462,375000,297834.29246845085
41727,225000,400578.1047175691
2419,369000,426116.5491653843
31816,105000,81638.48794777377
41658,675000,558199.1898761058
41749,268000,167181.9918837502
14671,199000,140088.6565428921
46489,745000,667370.7496764192
20547,160000,104006.88087975176
34064,423697,304260.18077802565
38553,249000,263733.0351867487
28972,399000,361376.2259221233
1334,675000,618058.5982753218
42212,437000,419319.53107894876
31237,430000,414133.7592646243
35833,417500,244767.39719763203
45662,269000,200192.45862884723
23876,275000,234388.77646897428
48802,227525,278984.3802392474
16243,350000,312727.1424358357
6340,585000,620655.4813358736
37532,575000,547928.288459035
11543,145000,162912.8883725666
19954,325000,491824.22225539683
23298,225000,225578.42149811416
49117,399000,408471.72256780835
3083,325000,283660.81059307035
484,883000,791055.9445860863
12196,169000,163540.3416168398
37369,399000,308619.1753139061
25697,439000,308833.34979315335
28472,220000,390622.36971149687
15467,649000,507372.9646046853
5951,515000,501318.5816912982
21194,1795000,986943.8686202592
10728,1095000,1231814.363386293
53423,1495000,1027495.873974263
28613,180000,390501.6124848839
47731,279000,225620.71335182915
51139,349000,353339.34379361453
26322,649000,501912.81300180004
21949,120000,108865.96393657476
26445,395000,411141.05945650657
30498,349000,400456.0521577606
44603,495000,463563.3637136155
44322,345000,385364.85232418054
42285,258000,360200.1006839495
38318,299000,323919.303468269
30290,245000,498981.2117062858
11384,985000,778197.9878138322
9064,299000,333003.3142319707
23841,249000,278677.6241280078
46316,349000,267943.06025515165
35183,399000,528312.3828361885
32668,1690000,1359681.9093316013
10882,1395000,1298620.4177450747
53312,250000,290601.7029925708
13303,115000,55568.60793089075
51473,280000,317036.45743018854
10270,595000,771570.0823348576
33624,209000,190211.90901680023
7244,485000,464419.0517018035
26758,895000,732615.8987784077
27362,420000,391335.51517130435
23183,495000,547803.0117217157
8713,378000,353537.1124207822
4991,399000,432111.1077369584
45550,590000,619999.5804276031
23366,330000,310285.6832964662
666,570000,465727.2981170278
12893,149000,112210.54265599843
6344,595000,704875.794420551
52306,285000,360055.2796909422
11872,185000,97706.81544031994
53151,269000,216761.38301893958
31381,140000,106219.86295114103
19773,305000,308545.0423127795
8605,650000,416990.91037963703
9258,319000,522103.8332257483
37962,214500,259983.88126967434
48123,750000,418322.8667167743
20640,229000,254662.7862102907
40672,460000,440515.6902456901
549,395000,513169.652387589
8353,394000,455723.61232800176
28645,200000,240863.32698449746
7413,370000,493977.6284843743
1902,129500,45375.301361871185
33088,180000,218215.2019025332
7128,239000,469434.62626559404
20881,375000,289586.1832471567
13374,195000,415988.93033214007
7360,499000,419649.844521205
1304,199000,327209.44939599076
4004,255000,257632.1987879362
50288,340000,318912.7717481662
41607,450000,497913.4886933589
45007,230000,202958.06182736185
13733,555000,363350.9798824566
20127,430000,434265.85741344694
35550,240000,269635.78044606524
36925,158000,434514.51765559707
42495,250000,321833.8642275633
41371,695000,623032.937252208
34470,975000,830633.633320625
42035,279000,315308.05367468845
23934,312000,350809.6302229801
46411,480180,645254.863934017
49107,395000,376406.0814412574
28880,356068,408389.76147140586
49582,395000,468714.6696116569
25635,417000,433077.2973902208
42744,315000,317315.91800739616
31750,330000,435202.29950230545
4832,249000,145789.58978573524
15056,595000,794264.5403838094
37501,545000,790650.6252544206
23351,319000,275711.3763071798
40057,335000,533811.7470745234
20105,145000,166347.03434505354
35942,519000,508797.3784948911
51585,339000,306996.10515352024
49408,220000,136027.33106080402
11006,149000,283271.4241538964
24935,330000,370510.48548311915
1055,649000,728524.0743323434
41940,220000,303407.81899671373
26689,549000,611186.4864777112
45243,415000,372904.8014857685
9392,1100000,887014.1097667611
51430,262000,404040.39230790024
2941,269000,194107.90049090137
11606,299000,364110.2660024681
12739,285000,391871.37675686536
36234,299900,219352.7277633282
31962,203000,417734.6605581143
27158,275000,399047.10195759876
16103,249000,230816.18870608485
40172,295000,279947.6917183158
26115,1350000,1361566.0519842396
16566,895000,517882.8134252288
50116,249000,294355.19113522745
14158,395000,414740.8419983322
333,419000,258863.0183376078
33578,180000,266558.56300720107
41922,445000,428961.28289297275
42152,335000,377489.09998424345
12930,849000,423702.597132765
19411,400000,364490.9969589317
16981,355000,533689.5267752894
6106,235000,289259.18024843745
45446,335000,289800.4279456825
12199,169000,163540.3416168398
16032,199000,203452.19904492988
18392,225000,176685.64236033492
6521,189000,214090.31632533346
26496,165000,156298.60023870965
44956,490000,485123.5640814904
41442,625000,509716.01775397646
35297,99000,104348.85238184285
4549,795000,835185.5504419764
34172,475000,691362.3852958669
21229,353000,373133.69072487677
28896,369000,369071.20024103054
50075,229999,360447.3220632736
52038,215000,297985.80451782816
19620,765000,777636.9902767802
12403,425000,465352.48108142853
22946,495000,706678.5875780159
51145,395000,448131.28130143526
24739,849000,762605.300876047
28580,125000,88147.0446738993
7897,295000,302310.918878997
16285,375000,206911.12396383774
34227,525000,545114.3027067777
9942,768000,1042467.3198672349
7996,249000,273633.3359361178
16234,349000,218521.12055368503
1659,289000,227971.5215727524
44464,495000,423326.66919969855
17550,240000,144426.8298342586
19524,549000,618121.5746250136
21156,795000,866011.6665228906
37184,269000,303178.8761914952
34687,510000,989121.730676532
15767,425000,350496.05180049705
53294,219000,220070.1363590305
46463,665000,656523.910056192
40554,685000,615677.3306025296
13336,169900,107469.29633914819
50536,980000,475952.8643844207
46755,415000,304074.03355410125
3078,299000,233484.582249158
2089,395000,351197.9526955537
7349,150000,83549.15677519946
10562,249000,194694.1473066507
7342,845000,1006741.4687115916
14234,275000,231199.67770618093
46980,249000,287760.7748252253
47914,279000,308107.2982437104
3839,690000,985312.1819609068
30833,1650000,1004058.5648703484
31620,670000,722293.3951347179
2201,439000,527144.105593917
22084,189000,213242.03268954577
612,769000,676666.7789756637
3668,524000,462167.18367646815
1648,495000,772881.297331286
30559,389900,272969.8781114978
18792,472000,596886.4519191561
12780,159000,342349.82222586754
11565,355000,159105.40095635323
35930,498888,729423.6352184596
35675,325000,383822.3714265675
44507,252000,434917.04797960806
22700,1150000,2688612.1784303347
3324,295000,290504.1239205415
41638,285000,299747.45812989457
30604,428000,578493.0677182428
27486,500000,551443.5690277467
8775,285000,258201.46537469726
12555,1195000,1015522.0055193692
38461,300000,471147.8011968872
42414,599000,509591.5036974506
46259,299000,252298.48856871668
41296,339000,216617.87488001178
29815,348000,390915.77370994707
49134,425000,506013.1308337359
11611,359000,326883.30447525176
15663,239000,222616.16039398639
15179,1195000,707684.2394492638
2932,229000,237435.5155112858
32064,260000,240688.86742743655
51785,745000,712479.7344564439
32395,442900,376228.0816884999
23671,89000,47889.33146637026
35868,440000,578156.2693454399
27956,469000,478470.2645017482
6175,365000,293350.9426532492
39619,315000,322859.13249736105
7974,145000,144003.8781079165
17444,185000,288592.3010949211
13586,389000,417754.6420560259
37245,295000,313814.60312585154
18554,365000,312947.15650026326
43803,390000,399165.1807137999
45966,338000,368582.551660695
18017,850000,1121304.63186741
45092,459000,378563.4427529702
33310,375000,569029.2517815517
22734,1400000,1129460.6535403598
13479,290000,410382.7815914006
13938,425000,543981.9913886101
41518,250000,270109.6635058018
1176,409000,426004.93983062916
40626,299000,290970.690529973
44365,255000,247057.6644387433
41366,397000,510654.44180029747
38948,374000,531325.4282867205
1285,210000,233691.09299662098
30212,165000,95056.1787859436
8765,548000,644688.6040040649
45109,500000,606419.8901645183
51180,495000,353798.50704541086
29309,360000,476378.1595613315
1283,155000,171725.57604882872
52122,350000,504679.24230080436
1317,825000,1365928.6512688545
46098,225000,302308.0543429016
28003,299000,331596.74304212874
11037,175000,149672.5861883671
25050,685000,789581.4593172139
28023,749000,739445.4180730211
29495,879000,765962.848250563
52627,269000,152532.53924556397
45876,699000,701226.5605134736
39593,445000,534828.129667559
22781,2150000,1104726.5574747669
53420,1495000,1027495.873974263
40426,345000,463713.236770281
13023,449000,466788.8562631168
13357,189000,170490.51843607397
23803,225000,133761.25874734385
14252,295000,227455.7775504482
10724,469000,496786.61404529895
3297,1950000,1088598.4287197813
51092,299500,352567.12166762317
27706,1495000,638875.0683838672
4812,375000,431783.01159108145
33689,235000,118059.37486974389
8982,399000,315377.02239210426
48850,248000,154214.75773824507
43440,235000,159345.87917518488
14932,399000,494030.783358498
5975,188000,95734.43982573022
37851,549000,713941.6537363733
29422,269000,334411.12214699143
11025,169000,126516.06341850979
45122,549000,510774.7426196814
3332,379500,284909.76485178934
31518,390000,722311.4842122775
17798,429000,548622.678759239
23615,2250000,1680228.316561102
40413,299500,487431.68950968515
46670,259000,348399.5869776517
26452,1545000,1074601.6753402767
979,499000,351623.2627589423
19261,319000,381154.9954168521
15408,420000,506125.82759899413
6991,198000,271575.38725001796
42361,349000,385767.192461426
571,795000,655942.299192072
45743,355000,315274.8038181221
49038,349000,491247.1316810139
11792,1085000,1001148.7604829508
322,209000,218157.92940828792
49841,295000,313492.6807487969
27233,329000,395088.7529426302
1266,349000,348611.2487723937
12417,450000,394110.02245237917
42953,469000,333869.77044653555
52389,495000,560707.104666199
40252,255000,476004.57666588796
3785,245000,138598.088556897
46166,249000,502115.2483573178
16874,319000,377318.08351855696
39310,325000,464683.2099849314
9960,219000,183900.02543483506
49359,259000,244526.08270275354
52917,519000,583980.8318853241
7545,244160,309152.62279139896
3464,85000,-104919.16584561457
38342,269000,326685.6320441764
497,289500,273530.77317579056
20391,1295000,646805.054934221
24418,475000,526320.4919258243
10586,795000,521574.9388636671
16351,440000,468525.9952447436
11378,970000,1017451.682059424
13710,525000,593121.0957743278
21720,332793,254040.39579510587
25097,899000,556881.9570357581
49627,775000,311850.87917055615
48068,515000,496314.7009594811
27680,1150000,769497.4604674384
15857,695000,790607.2402116895
24260,865000,786149.3991613537
16595,1075000,914936.3707247595
36944,165000,104981.2575192498
25833,575000,1310464.9739849034
3136,580000,333386.4065155339
4674,299000,299007.2247018645
23491,895000,946876.0742264965
12687,549000,546770.757904874
9587,319000,337741.8049093711
673,799500,846366.0129615443
27786,645000,868028.0069781255
33224,229000,345972.46034362493
1705,385000,299018.1283276215
52129,369000,342974.2819797625
16640,1895000,877738.6857049153
4066,399000,419751.3996926716
50697,399000,682962.9900929427
35075,260000,217008.5418691589
2138,845000,612027.9181888334
2361,595000,667284.6852788402
3327,295000,290504.1239205415
18864,748000,595276.3210718993
45064,365000,589466.1008242399
18175,675000,524228.93202848017
39295,350000,348307.69397745584
40177,295000,408345.9881316252
8107,639000,525146.9126806902
20534,157500,275187.8977322915
39745,865000,474174.419673854
36589,175000,151386.3637887641
40233,399000,403068.81131987163
42186,685000,576740.0569943968
39407,325000,338836.07293790614
38058,315000,406304.09881806665
41264,370000,394064.2231508968
40533,628000,393400.5299389532
12608,349000,412233.2989256205
24250,795000,463481.9536524296
4321,249000,213318.73614155015
7454,525000,429292.9112340985
19789,459000,454392.0806169668
13943,375000,349094.1416321961
22719,1295000,867034.3253193452
38608,545000,407808.0293558648
13729,550000,361718.348282174
8968,350000,460231.6897418188
16202,299000,395385.1639744345
42895,287000,412937.20218602614
24052,449000,619718.4862871835
124,595000,794694.2591279002
44355,545000,436193.44042061665
6087,155000,150090.64102092606
22171,239000,362801.72662822704
37134,249000,187369.07576615014
32133,295000,366441.44499520346
24952,375000,309291.98819293035
8698,930000,616997.1312987797
52205,300000,565240.2316185574
1284,210000,233691.09299662098
23818,230000,374322.3843071547
19088,210000,262646.7911903785
4781,579000,858181.8728414988
4198,245000,245997.50915043
191,229000,273445.19297653803
37976,435000,289341.3048676812
51311,219000,276695.459062836
19730,1800000,1299835.128358376
35314,285000,334067.3936999965
50546,995000,673812.9093564858
23425,469000,639045.1867652509
46954,235000,228740.9084153482
43668,995000,738186.6448495081
22291,325000,432242.8794355131
7829,289000,226739.7370586985
37569,629000,885276.5896549532
45504,475000,235051.93016141834
30484,349000,481524.95479209727
20953,449000,353296.5003219012
48813,234000,375500.28080721386
46628,249000,328566.78256285086
713,645000,759098.7529638668
37329,379000,568215.5945069289
36393,349000,413829.0968458236
29676,225000,409635.462481192
44417,259000,439555.24218115304
44609,210000,227286.4567307681
24583,255000,452044.5769234023
3718,290000,403286.65617706184
5704,625000,675212.6798233442
47157,349000,259502.2382771725
5236,275000,292127.0943840728
23568,930000,940439.780704669
2512,329000,310282.8480704941
34460,895000,1021437.2040846043
6588,450000,527558.055249292
1673,350000,329685.14714198734
23031,498000,448593.65316557314
17512,219000,235214.76901750063
14186,349000,559721.6473748351
16198,299000,358115.28162563767
51814,899000,804458.89483927
32219,328000,410253.4742533428
50647,375000,418544.1210368313
3567,835000,832262.5908436114
18292,565000,559190.6156624262
31915,185000,127076.25367674313
1311,330000,365083.543345061
12563,1588800,1349146.8531309196
53352,359000,403629.2876697191
1740,735000,595466.3861921078
19466,469000,502110.1210872132
23462,585000,928332.7097985112
26466,125000,195132.97879884113
29141,672000,657537.8331201705
28966,399000,608845.5605746232
28224,349000,412688.01493948326
25506,340000,385920.50169439265
25296,230000,145806.85181165382
35139,325000,342960.26222329773
10907,100000,250414.6994062129
6162,349000,373915.5766177558
37723,1495000,814137.9525380912
14613,149000,262094.2396622883
3811,399500,411135.3282014557
13327,165000,145443.93090416305
39952,330000,331448.2824462332
14108,600000,806712.1551133337
30046,1800000,770478.562538714
22503,480000,653510.9278005331
34571,795000,786402.4595734484
53296,229000,197599.6799295455
46497,780000,614938.3261905164
536,335000,370910.8376161804
8023,359000,410562.9283001285
32718,550000,740048.8733879724
15512,160000,214032.41265408197
48585,309000,274933.80545076955
6823,99000,182000.80645351298
42985,560000,339127.1891269904
38023,229000,371932.7889525136
25651,420300,303378.48969787615
44785,410000,347296.531804836
35272,225000,347587.0629057952
39440,900000,535605.1863973066
16849,129000,131042.5365338113
21794,530000,459886.97483255796
31811,99000,226318.68859224446
42409,599000,614830.2843717932
324,328000,379413.4175715225
46169,249000,288835.7237813713
19103,219000,213066.00953970937
1714,445000,530332.3628481784
45393,275000,224966.68056958023
16386,475000,436601.79173982434
24610,237500,389192.6617685537
19598,675000,525328.2307144507
1801,1200000,1501461.585668318
23698,129000,77389.9578579209
24193,599000,628299.4492086186
17914,559900,488669.63351581496
52645,275000,250064.11670343977
17617,285000,212475.94540005954
46292,339000,339464.0332845669
1655,1195000,1112227.3268189717
56,275000,415819.7134833804
7093,279000,415192.4936251565
330,410000,394174.4580269029
37165,250000,345035.604553768
41429,599000,616152.4875748309
11756,455000,584198.7220904396
15434,149000,86072.6678363884
46423,529000,271509.8808032036
21588,375000,416816.6527179675
39087,345000,302633.2836124101
48008,395000,530460.4437606287
11012,149900,139673.01343032555
45024,289900,358558.2618818347
40911,229000,407896.642231255
22957,229000,205895.40626121667
46774,585000,743949.6446162728
31400,185000,92250.21577769116
40430,365000,457282.9596411467
37461,485000,690429.7435855888
20674,249000,361924.62701943994
32138,298000,275499.06281828624
35946,525000,350672.5578975677
4560,129000,176578.9743054271
5994,249000,589437.3407276187
9259,319000,522103.8332257483
35997,598000,1037553.8154693812
9565,356000,410376.11429625074
32623,835000,1040227.8981361391
51060,245000,225622.07944050126
51245,275000,239923.5174103269
38819,305000,333114.94832535234
51707,465000,417463.69117863156
39595,445000,534828.129667559
51427,260000,94455.31791275926
22195,269000,333694.07053232065
13349,179000,270324.33489908086
30910,369000,336452.4510733506
23655,790000,925798.7671218419
28524,239000,262308.32954945543
14190,399000,432320.7996189231
3617,180000,167469.98486803478
32502,545000,790165.3831952268
26815,1395000,1432460.4403555878
17323,229000,206957.13115804805
6737,318000,354223.507981326
37575,645000,715589.1221623437
49646,220000,391622.0852283865
27731,1999999,1511128.9533818555
45562,615000,676694.4092398682
11090,240000,176787.88854501146
49740,260000,257519.6504412219
21437,495000,355455.1716793154
43104,490000,576328.5981254657
37554,599000,756578.9899105511
8555,145000,353173.59484725294
37757,1820000,930245.1334531461
41605,450000,497913.4886933589
45071,369000,325664.48546977784
47161,350000,359436.1598906538
7619,155000,90237.71493485582
31665,1075000,730244.0816455331
26769,1145000,1077128.8728345504
2972,415000,508399.2419000796
18573,795000,1002634.4058775003
45417,285000,396928.7191386727
8642,495000,596100.1422288453
48627,339000,509631.0021741722
41280,399000,522180.44133382675
18510,329000,462553.7294296439
9801,1070000,704942.7773714985
1624,575000,641028.8591225278
50886,340000,266164.1500913689
7723,399000,486452.2358769025
8611,870000,977428.734443594
23,379000,480645.5139287956
48499,375000,315971.08901914046
7053,225000,301917.729571395
1042,495000,859622.4000470699
38313,279000,234559.75977755274
1092,445000,544523.3179148306
35265,2300000,1248058.7962592377
20503,110000,147756.4681321262
37538,578000,733822.5517859468
53040,895000,677199.9903261781
47824,235000,176091.0812523691
22758,1595000,604074.1452625955
7268,889000,738577.9908317018
29415,135000,239189.13825738514
33463,80000,65663.08501976152
50753,249000,139204.02210291039
2076,335000,406045.1805947611
5364,995000,1189692.2539054947
39941,295000,367468.68199659436
31239,430000,414133.7592646243
43811,290000,413572.6801307115
36808,1295000,1103213.341331597
25051,685000,789581.4593172139
31420,215000,598019.6420986336
1756,410000,380204.41389487195
17268,890000,910523.0490158387
17758,389000,349736.68061310326
20112,369000,674750.8468505384
47258,599000,622881.0803109854
43258,275000,287358.1301618064
13896,1690000,1153158.2348737973
529,320000,323629.43358035013
8722,399000,530431.8260759147
13598,395000,496364.988847082
8323,249000,309758.4681225096
27084,248500,293509.4623113553
8106,639000,525146.9126806902
15206,1550000,1122446.1919364103
40435,420000,430082.9716931757
27671,998000,960805.3926890871
18515,339000,442208.12670435454
2706,185000,189984.95554507693
9210,249000,448653.74929297756
10009,1350000,1411851.7973320698
39219,415000,354500.28151329176
368,699000,1481015.85149829
45280,205000,394891.9939887271
10523,350000,370590.57995668927
49066,375000,516598.56995445
13678,480000,657465.5148134399
44435,319000,343508.24091037223
17042,1050000,723933.0268302911
45069,369000,325664.48546977784
18328,345000,309733.78232271655
43492,995000,803534.0816690272
16145,289000,208645.50754916942
12805,400000,775076.1417294758
39175,310000,421926.2385393545
40047,290000,260198.71195241698
48897,265000,242255.67986987415
2482,429000,401291.7687041299
48300,279000,187078.01515275694
50089,239000,290408.9994749141
19778,325000,397403.6685071327
46648,340000,299792.3554450645
13524,333000,290341.39020805777
44925,239000,291079.1593110811
39857,299000,288798.8801034976
44361,245000,212475.97687173972
37787,2400000,1040159.1296832056
35739,360000,477404.1100215542
53443,225000,225524.89755492075
47272,648000,425670.12456415786
47600,535000,578217.8321185594
10618,349500,354784.39637959225
4666,185000,339960.7325243255
10905,100000,250414.6994062129
25425,295000,326489.8400402055
11639,329000,471764.7392134916
47485,435000,417938.84815093287
5540,275000,279037.7047151052
13562,375000,344342.7955641672
50100,240000,375735.89296620374
52986,649000,704068.6581320002
14188,399000,432320.7996189231
2673,249000,293687.5893811871
17059,199000,503503.3415483532
24234,749000,828748.776796319
51888,569000,299907.30631179415
30274,229000,207063.85988104137
36368,685000,817907.4575330073
39176,325000,498442.65162887156
1972,275000,285355.68635436025
12145,695000,1065106.8905976748
7693,353000,379310.6654351566
2967,699000,690489.8867594993
26693,565000,768573.3655044667
27256,349000,460814.05379565037
5573,460000,404437.41054832586
41859,229900,258328.37424165447
27682,1150000,769497.4604674384
17107,199000,350938.48748193635
12615,985000,1291455.3115205292
5227,399000,313781.987190942
43138,625000,858288.7463916654
44105,425000,395455.535315718
17410,169000,112608.86448510899
29637,140000,230428.048663026
43957,249000,139100.23664999905
42350,269000,305642.1244217791
51102,315000,300871.3542949996
9393,1100000,887014.1097667611
19601,685000,896401.6083225554
50045,220000,211311.75007177476
23217,375000,326239.5558370344
1289,269000,259346.61460978922
9807,295000,295645.51789037546
14119,159000,125226.70046081732
22843,395000,319464.3095905457
46150,245000,270435.5134500968
7594,270000,333460.4048911398
10289,749000,1069836.601370077
33131,1295000,811035.2997132471
6694,250000,227107.2464234862
20204,685000,549997.0474859385
1824,575000,719468.3022611015
6946,599000,896360.5981818624
22475,440000,457817.3905646984
12042,339000,349977.94023923884
29726,255000,230603.66574807232
47098,298000,380530.9041868838
10161,343000,389993.3455948985
49826,275000,216315.77533123182
10604,215000,225836.40524349426
46907,210000,275287.4125645778
10383,239000,208744.20135117747
19825,380000,427835.6503117196
17209,449000,365232.64990190323
34538,109000,213216.8046937223
11455,280000,346479.33461899206
47599,455000,767001.6436833313
48535,495000,358372.14635960315
15452,595000,1002688.738820482
20432,675000,906919.6787636016
26492,160000,138577.68265469553
14794,309000,324248.738112026
46625,399000,375216.66277738597
